neighbourhood_group_n,neighbourhood_n,room_type_n,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
1,45,1,2,27,2,0
2,62,1,2,29,1,138
1,1,1,7,0,1,0
2,152,1,2,19,1,147
1,2,1,3,41,1,258
1,2,0,3,55,1,66
1,4,1,2,1,1,0
0,117,0,3,46,3,86
1,1,0,2,198,1,305
1,19,0,2,31,1,28
1,2,0,2,182,1,312
2,106,0,1,5,2,158
0,6,1,3,63,4,0
1,64,0,7,0,1,0
1,2,0,7,0,1,35
1,19,0,2,1,1,0
0,6,0,5,1,1,32
0,12,0,3,74,1,79
4,142,1,90,4,7,250
0,70,0,20,29,3,192
2,87,1,20,2,1,0
0,6,0,1,0,1,0
1,23,1,1,1,2,364
0,29,1,5,15,1,0
1,7,1,2,5,1,10
1,28,1,30,0,49,365
1,9,1,3,19,2,11
2,62,0,1,2,1,5
1,19,1,2,0,1,0
2,201,0,2,16,2,178
2,56,0,5,37,1,313
0,6,0,7,0,1,61
0,12,1,5,2,1,0
0,12,0,1,25,1,0
0,21,1,3,0,1,0
0,15,1,2,11,1,128
0,12,0,2,160,2,79
0,20,1,3,0,1,0
0,20,0,2,68,1,9
0,36,1,3,1,1,5
1,30,1,1,1,1,0
0,6,1,4,1,1,303
1,1,1,29,0,96,365
1,43,1,6,3,1,358
1,2,1,4,0,1,0
0,12,0,3,8,2,0
0,21,0,2,104,1,230
1,28,1,3,10,1,84
1,1,1,2,106,1,250
0,3,0,1,16,1,0
1,23,1,2,168,1,65
2,129,0,1,141,4,287
0,36,1,7,0,1,0
0,6,0,1,0,1,0
2,25,1,1,3,2,95
1,30,0,30,36,1,365
0,6,0,1,2,1,365
1,11,1,30,1,2,103
0,21,0,5,5,3,0
2,81,0,3,4,1,310
1,11,0,1,40,10,247
1,14,0,3,5,2,21
4,133,0,3,25,2,0
0,20,1,30,4,8,125
1,53,0,5,3,3,67
0,6,1,3,104,1,261
1,5,1,29,2,327,332
0,15,0,1,0,1,0
1,11,1,2,3,1,0
0,13,0,30,0,25,341
1,2,0,1,26,1,0
1,7,1,29,0,327,335
1,14,1,3,1,1,179
0,20,1,2,21,1,0
1,19,1,4,17,1,0
1,7,1,1,6,1,346
0,3,0,3,43,2,365
1,19,1,4,28,1,4
0,22,2,5,34,2,288
1,1,1,3,0,1,65
1,4,0,2,87,1,1
1,2,0,3,8,1,0
3,41,1,3,105,1,204
1,11,0,1,0,1,0
1,30,0,7,2,1,90
0,12,0,5,1,2,40
0,6,0,3,5,1,145
2,126,1,4,93,1,198
2,201,1,2,44,1,310
0,76,1,2,53,1,36
2,124,0,1,30,1,131
0,12,0,7,2,1,12
1,53,1,2,44,2,275
1,2,1,2,1,1,0
2,49,1,3,2,2,363
1,1,0,3,7,2,0
1,4,1,6,4,1,0
0,15,1,2,23,1,0
0,15,0,2,13,1,354
1,28,1,2,17,1,0
0,16,1,3,17,1,167
0,29,0,5,18,1,8
3,216,0,30,0,3,179
2,124,0,7,53,1,335
1,68,1,20,0,1,0
0,6,0,2,2,1,89
0,21,1,3,0,1,0
0,34,0,3,1,1,0
2,46,0,1,0,18,360
1,8,1,3,92,1,254
1,28,0,7,90,2,23
0,3,1,7,6,1,0
0,12,0,2,0,1,69
0,22,0,7,0,1,0
1,14,1,4,0,1,0
0,21,1,1,34,1,365
0,16,1,5,48,1,0
1,43,0,4,61,2,246
0,21,0,2,77,3,28
0,6,0,180,0,1,85
1,2,0,1,49,2,365
1,7,1,30,6,31,323
1,18,0,5,1,1,0
1,2,0,4,10,1,0
1,43,1,29,1,327,159
1,8,0,4,75,1,15
0,20,1,2,0,1,0
0,79,1,2,6,1,18
1,2,0,2,0,1,72
0,13,1,1,0,1,0
1,30,0,3,4,3,180
0,20,1,30,1,52,357
2,37,0,1,9,6,365
1,7,0,1,6,1,0
0,21,0,1,4,1,0
0,6,0,3,4,1,0
1,28,1,1,21,2,53
2,56,1,3,0,1,0
1,9,1,5,7,1,0
0,135,1,2,55,2,285
1,8,0,3,23,2,4
1,23,1,2,17,1,0
1,5,1,30,1,50,365
1,52,0,1,2,1,0
1,14,1,1,0,1,0
1,4,1,1,0,1,0
0,12,0,14,1,1,0
1,5,1,30,3,50,365
1,1,1,3,13,1,84
0,12,1,3,4,2,0
0,12,0,30,0,3,364
3,78,1,3,19,1,258
4,59,0,3,20,1,311
0,21,0,1,1,1,0
3,41,1,4,96,6,147
1,68,1,30,128,4,0
0,29,1,1,2,1,0
0,22,0,3,15,2,208
1,7,0,3,22,1,13
3,41,1,2,59,1,135
2,37,0,1,92,6,362
0,33,0,1,0,1,0
1,68,1,2,40,1,190
1,30,0,1,20,1,0
0,3,0,2,173,2,93
1,19,1,5,26,1,0
2,46,1,1,7,1,0
4,181,1,2,61,1,68
1,9,0,1,5,5,0
0,21,0,1,251,7,69
1,19,0,1,1,1,0
0,6,1,3,58,1,295
0,20,1,3,69,1,0
0,29,1,3,0,1,28
1,53,0,240,1,1,0
1,2,1,3,34,1,0
1,9,1,6,3,2,333
0,12,1,2,3,1,0
1,8,2,1,67,4,81
1,1,1,1,186,1,230
0,79,1,3,2,1,0
1,19,0,5,2,2,0
0,15,0,2,107,5,268
0,6,0,30,6,3,207
2,56,1,4,6,1,0
4,80,1,2,98,2,193
1,28,1,2,20,1,133
4,169,0,2,4,2,27
0,12,0,1,0,2,0
1,2,0,3,0,1,0
0,12,1,2,0,3,340
1,28,1,7,25,1,0
0,21,0,3,1,3,72
1,2,0,1,0,1,5
1,165,0,2,5,3,112
0,12,1,2,22,1,109
0,6,0,2,6,1,79
2,37,0,3,0,1,90
0,6,1,2,69,2,328
0,15,0,5,1,1,35
2,162,0,1,74,1,135
0,6,1,1,7,1,303
1,7,1,2,6,1,151
0,12,0,2,143,1,102
1,30,1,1,1,1,0
1,1,1,2,5,3,0
1,14,1,29,0,327,365
1,43,1,30,1,1,54
0,6,1,3,134,3,209
0,6,1,14,3,1,0
0,12,1,4,38,1,0
1,2,0,2,127,1,58
0,67,0,1,0,1,0
1,2,1,2,13,1,0
1,19,1,30,22,6,244
2,44,1,2,38,1,363
0,6,0,1,39,4,0
2,61,1,1,15,2,46
2,124,1,4,13,1,277
1,8,0,1,30,5,188
0,12,0,1,0,1,0
0,21,1,3,11,4,77
1,11,1,21,17,1,0
1,7,1,30,1,12,310
0,6,1,2,34,1,180
1,23,1,5,1,1,4
0,12,1,1,8,2,0
1,19,1,2,7,1,0
1,1,1,3,1,1,0
0,21,0,7,0,1,365
1,101,0,2,3,1,2
1,28,1,5,36,1,0
1,4,1,2,0,6,173
1,8,0,2,21,3,333
1,19,0,1,38,2,138
2,81,1,1,0,2,50
1,23,1,30,0,1,365
0,6,0,1,24,1,0
0,12,1,4,64,3,57
0,15,1,4,3,1,0
1,2,0,2,8,1,156
4,128,0,2,6,2,24
1,68,0,2,11,1,9
1,11,1,3,0,1,0
1,2,1,1,10,1,297
1,11,1,1,0,1,0
1,7,1,30,0,8,365
1,45,0,2,22,1,0
4,181,0,1,0,1,0
2,103,1,1,114,3,316
0,20,1,3,102,2,215
0,34,1,2,8,1,263
1,11,1,7,40,1,0
4,133,2,2,4,2,0
1,8,1,30,0,6,339
1,1,0,1,0,11,179
0,15,1,4,9,1,247
1,5,1,30,0,50,365
1,26,0,2,2,2,0
0,3,1,2,10,1,0
1,2,1,2,102,3,101
3,196,0,1,2,1,176
1,68,1,1,1,1,365
0,40,1,30,0,2,365
1,2,0,1,0,2,39
1,8,0,30,12,18,364
2,118,0,5,0,1,0
2,46,1,1,9,1,358
0,12,1,2,51,1,0
0,15,1,1,5,1,0
1,8,0,1,13,1,54
1,30,0,1,0,1,0
0,20,0,1,3,1,0
0,20,0,2,0,2,0
0,12,0,3,6,2,88
1,71,1,30,0,121,363
0,79,0,1,2,1,0
1,28,0,5,1,3,0
0,16,1,4,0,1,0
1,2,0,25,1,1,18
2,87,0,1,1,10,106
1,8,1,1,62,1,224
0,12,0,1,1,1,0
1,7,1,30,0,8,185
0,6,1,3,182,1,220
0,10,1,4,1,1,0
0,12,0,1,2,1,341
0,22,0,4,2,1,0
0,20,1,30,4,52,337
0,12,0,14,1,1,341
0,12,1,2,6,1,13
0,12,1,2,17,1,0
0,34,1,5,85,2,0
1,8,0,1,100,3,98
1,1,1,30,5,10,289
0,15,0,3,0,1,16
1,7,0,4,12,1,172
1,1,1,1,0,1,48
0,70,1,2,0,1,324
1,9,1,2,3,1,0
1,5,0,1,0,1,0
0,10,1,3,8,1,0
0,123,1,2,1,1,157
1,14,1,30,0,232,322
0,90,1,2,34,1,96
0,16,1,3,1,1,29
1,11,1,31,5,1,219
2,56,0,1,5,1,0
0,21,2,1,0,1,0
0,21,1,2,10,1,0
0,12,1,1,86,1,192
0,21,2,1,0,1,0
1,2,0,1,0,1,0
2,44,1,6,2,1,365
0,100,0,4,4,4,37
0,6,1,2,1,1,0
2,56,0,4,6,1,96
2,112,0,2,17,1,351
2,87,0,4,2,1,0
1,4,1,3,20,3,350
1,5,1,29,0,96,332
1,19,1,1,101,2,341
1,27,0,5,1,1,210
1,19,0,4,143,1,187
1,19,1,4,127,1,17
1,28,0,10,23,1,8
1,2,0,1,458,2,258
1,23,1,5,0,1,173
1,11,0,5,42,1,0
0,123,1,1,48,1,108
0,24,0,14,9,2,0
0,12,1,2,29,1,1
1,77,1,30,0,232,342
0,12,1,3,3,1,0
1,28,1,30,1,8,332
1,28,1,7,26,1,1
3,172,1,2,1,2,342
1,8,1,30,0,1,31
1,19,1,3,39,1,15
0,6,0,1,5,2,111
1,11,1,7,3,1,10
1,28,1,5,6,1,11
1,14,1,120,0,1,0
1,8,2,1,73,4,88
0,6,0,2,22,7,76
1,53,0,30,0,3,35
1,1,1,2,10,1,0
0,36,0,8,1,1,0
0,12,0,1,1,1,0
1,2,1,5,7,1,84
0,15,1,1,79,1,144
1,7,1,2,10,1,3
1,50,1,2,4,1,0
0,21,1,3,50,1,243
0,16,1,3,123,2,292
0,13,0,10,0,1,0
0,12,1,2,22,1,3
1,11,0,1,0,1,0
0,20,2,7,0,1,0
1,8,1,2,32,1,0
0,6,0,2,4,5,164
1,4,1,6,7,1,0
1,19,1,5,0,1,0
1,19,1,12,11,1,0
1,71,1,7,0,1,0
0,96,0,3,118,5,326
1,8,1,4,0,1,0
0,6,0,2,2,1,0
0,22,1,30,4,1,342
1,28,1,2,13,1,0
1,2,1,4,0,1,0
0,20,0,2,1,1,0
1,30,0,2,50,1,3
0,100,1,1,58,1,80
0,12,1,4,6,1,157
2,61,1,1,152,1,335
2,25,1,2,42,1,238
1,19,1,28,92,1,14
1,19,1,2,1,1,0
0,12,1,3,16,1,160
0,12,0,7,0,1,0
0,12,1,2,1,1,219
1,8,0,10,4,1,19
3,41,0,2,166,1,312
1,77,1,4,22,1,12
1,8,1,30,0,3,69
0,79,1,1,1,5,174
1,7,1,3,71,2,95
1,18,0,1,0,1,89
0,12,1,2,0,1,16
1,2,0,1,75,2,361
2,162,2,1,8,6,308
1,2,1,3,1,2,0
0,76,1,2,27,2,128
1,26,2,2,6,3,352
0,79,0,2,3,1,0
1,19,1,2,2,1,53
0,100,0,2,5,3,180
1,19,0,1,9,1,0
0,33,1,4,0,1,0
2,56,0,4,0,1,38
1,48,1,10,0,1,0
1,30,0,2,57,1,0
0,12,0,5,0,1,0
1,23,0,4,0,1,0
0,6,0,1,0,1,0
1,102,1,2,0,1,89
1,11,1,1,13,1,0
1,48,1,30,5,1,34
1,28,0,1,75,1,44
0,70,0,2,22,4,40
0,20,0,1,0,1,0
2,44,0,2,3,1,0
0,12,0,1,9,3,0
0,6,0,3,8,1,0
0,15,0,2,49,1,8
1,165,0,2,1,1,0
1,7,0,2,133,1,147
1,2,2,2,1,9,365
1,2,1,3,1,2,46
1,8,1,30,6,96,311
1,7,1,30,1,1,176
0,21,0,1,19,2,74
1,18,0,1,7,1,143
1,43,0,120,0,1,0
0,6,0,1,0,1,0
0,3,1,7,2,1,125
1,8,0,1,0,2,0
0,12,1,5,0,1,21
0,12,0,4,3,3,0
1,19,1,1,0,1,0
0,16,1,3,3,1,0
0,22,0,3,0,1,365
1,132,0,3,16,1,9
1,2,0,3,14,1,121
1,53,1,3,1,1,233
1,23,0,1,32,1,0
1,77,1,21,0,1,66
2,44,0,1,15,2,67
0,12,1,2,1,1,0
0,6,0,2,2,1,103
2,143,0,1,14,2,5
2,126,1,30,17,2,325
2,39,0,2,51,1,36
1,8,1,30,0,96,265
0,6,1,3,63,1,354
1,8,0,1,4,1,0
1,26,1,30,4,91,346
1,27,1,2,2,1,130
1,28,0,3,9,1,18
1,43,1,2,45,1,0
0,15,0,15,1,1,314
1,23,1,2,33,1,280
1,28,1,5,2,1,0
0,24,0,7,2,4,364
2,56,0,5,50,1,145
1,2,1,7,2,1,0
1,7,1,4,19,1,343
1,7,0,1,218,6,184
4,58,1,2,11,13,348
1,19,1,7,24,2,125
0,12,1,1,2,1,0
1,77,1,30,1,87,329
4,168,0,1,3,2,89
1,27,1,1,49,1,0
1,30,1,2,3,1,0
2,25,1,2,14,1,0
0,6,0,3,4,1,0
1,5,0,1,2,3,73
1,14,1,3,44,1,112
2,31,0,2,270,2,306
0,29,1,5,145,1,0
0,79,0,21,0,1,0
0,22,1,5,1,1,0
1,7,1,4,0,1,0
0,12,0,60,0,2,0
1,1,1,2,6,1,0
1,8,0,1,0,1,0
1,8,0,2,121,2,270
1,52,1,30,110,1,332
1,52,1,30,19,1,259
0,54,0,45,5,2,155
1,7,0,31,1,3,0
0,12,1,30,11,8,144
1,14,1,30,1,232,330
1,43,1,29,0,327,190
1,26,1,30,5,52,311
2,37,0,2,19,1,312
1,30,0,3,13,1,0
1,2,0,30,0,26,188
0,13,1,2,14,1,75
1,2,1,2,64,1,72
0,6,1,20,2,1,310
1,14,1,3,0,2,0
2,87,0,2,12,1,0
0,6,0,12,4,4,365
0,6,1,4,8,4,0
0,0,1,3,94,2,69
1,1,1,3,0,1,0
0,15,1,4,46,1,194
2,39,1,2,24,1,128
1,9,1,4,13,1,68
1,23,1,1,52,3,361
0,70,1,2,27,1,201
1,8,1,1,0,1,0
1,4,1,2,86,1,268
1,1,0,1,0,5,353
1,1,0,1,0,1,0
2,39,1,3,0,1,0
2,25,1,4,65,2,221
1,8,1,2,129,1,14
0,6,1,2,68,3,273
2,44,0,1,2,1,0
1,2,1,2,136,2,280
0,10,0,2,5,3,0
0,12,1,4,11,1,3
0,10,1,2,6,1,12
1,43,1,6,2,1,0
0,6,0,2,9,1,364
0,12,0,7,1,1,0
0,73,0,12,0,1,156
1,19,1,4,11,1,0
1,77,1,2,0,1,88
2,139,1,1,52,1,53
0,21,0,1,0,1,351
1,19,1,4,70,1,198
1,7,2,1,0,1,0
1,18,1,4,4,1,0
1,1,0,3,12,12,365
2,25,0,3,1,1,0
1,11,1,3,28,1,51
4,142,1,90,11,7,77
1,19,1,90,0,1,341
1,28,1,30,0,87,344
0,6,0,30,0,5,145
0,20,1,1,2,1,365
1,28,1,2,3,1,7
2,39,0,1,78,2,116
2,31,0,30,0,103,0
0,20,1,2,8,1,0
1,14,1,3,23,1,0
4,42,1,1,22,3,1
0,76,1,3,52,1,325
1,30,0,1,7,4,176
0,21,0,1,0,1,0
1,7,1,60,0,1,177
0,3,1,2,49,1,69
0,21,0,2,24,1,0
1,71,0,4,122,3,29
2,25,0,3,37,1,18
0,6,1,2,118,4,68
0,6,1,3,11,2,26
1,1,0,1,2,11,179
0,24,1,2,4,2,86
1,8,1,2,5,1,0
1,101,1,1,12,1,0
1,68,1,5,18,1,0
0,12,1,5,33,1,8
0,12,0,14,0,1,0
1,2,0,2,58,1,24
1,11,0,6,7,1,76
2,56,0,2,1,1,0
1,14,1,2,67,2,101
3,41,1,2,0,1,25
1,2,1,2,49,1,193
0,16,0,1,1,1,351
0,10,0,2,2,3,0
1,8,1,5,0,1,0
0,21,0,2,21,8,321
0,12,0,5,2,1,0
1,68,1,8,33,1,8
0,79,1,30,18,1,161
0,12,1,5,5,1,198
1,30,0,5,0,3,364
1,2,1,3,3,2,180
1,30,0,4,2,2,103
1,71,0,1,0,13,362
1,45,1,2,9,2,154
0,6,1,2,5,2,20
1,43,1,1,0,1,0
0,12,0,1,10,1,0
4,69,0,2,0,4,90
1,9,1,7,6,1,19
0,20,1,3,39,1,54
1,30,1,7,10,1,0
0,24,0,5,79,3,251
2,25,0,2,97,3,359
1,43,1,30,0,232,287
0,22,0,2,28,6,68
0,15,0,5,3,1,0
0,12,0,3,6,2,188
1,7,0,1,182,11,249
1,19,1,1,0,1,0
0,6,0,1,9,6,173
1,23,1,2,2,1,180
1,43,1,2,8,327,273
1,4,1,2,11,1,0
0,15,0,3,29,2,365
0,21,0,1,3,1,0
1,8,1,3,36,1,21
0,6,1,2,115,1,225
0,12,0,3,8,1,0
0,13,1,2,4,1,0
1,23,0,1,3,1,0
0,6,0,30,15,1,179
0,6,0,2,3,1,0
1,5,1,29,1,96,342
0,21,0,2,8,3,61
1,2,1,3,3,1,0
0,16,1,5,22,1,189
2,56,0,5,1,1,0
0,21,0,1,0,1,0
0,84,1,1,94,1,0
1,1,0,1,12,2,156
1,52,1,60,28,1,126
1,18,0,3,36,1,249
0,84,0,28,7,4,312
0,6,0,2,0,1,6
1,43,1,5,1,1,43
0,111,0,2,2,3,180
2,56,0,3,0,2,343
3,148,1,10,0,3,30
0,21,0,1,0,1,71
2,83,2,1,2,1,365
0,33,1,6,2,1,0
1,77,1,1,0,1,0
0,16,1,2,122,2,351
0,22,0,4,1,1,0
0,15,0,10,1,2,0
1,23,1,5,0,1,0
1,2,0,5,1,3,320
1,19,1,4,11,2,0
0,12,0,7,12,2,359
0,16,1,4,33,1,159
1,43,1,2,3,327,323
1,5,1,30,2,50,364
1,28,1,4,17,1,26
0,123,1,3,12,1,0
0,3,1,10,8,1,157
0,20,1,1,1,2,0
1,28,1,2,3,1,0
1,2,0,3,50,2,38
0,16,1,7,8,1,43
1,5,1,30,0,65,364
1,9,1,5,0,1,27
0,12,0,4,0,2,0
0,20,0,1,42,3,15
2,46,0,2,0,2,88
0,16,1,2,57,1,127
0,21,2,1,5,5,365
1,14,1,30,2,87,339
1,27,0,7,3,1,0
0,6,0,2,129,3,227
2,39,1,2,17,1,56
1,101,1,30,6,1,43
1,64,1,20,1,1,0
0,12,0,3,0,1,364
1,2,0,45,1,1,0
1,9,1,2,3,1,0
0,21,0,60,17,2,74
0,6,0,1,1,1,0
0,21,1,5,8,2,0
0,36,1,1,62,1,151
0,6,0,29,0,2,341
1,23,0,30,0,4,332
1,2,0,2,92,1,157
1,2,1,30,1,1,13
0,20,1,4,4,1,0
0,12,0,2,23,4,60
0,12,0,1,215,1,232
0,73,2,2,5,10,0
0,6,0,7,0,2,0
1,8,1,1,7,1,94
0,15,0,3,6,2,0
2,39,0,30,1,103,252
0,6,0,2,4,1,363
1,14,0,2,2,1,113
1,28,1,2,18,1,0
1,1,1,30,9,91,206
1,27,1,2,0,1,0
2,25,1,2,5,1,54
2,83,1,1,0,1,0
1,1,0,2,56,1,54
0,12,0,5,0,1,0
1,8,1,30,0,1,67
2,62,1,2,14,1,97
1,2,0,7,1,1,0
0,21,0,2,23,1,8
2,46,1,1,111,1,41
0,15,0,2,4,1,0
0,21,0,1,9,1,0
4,127,0,3,1,4,0
1,4,0,5,15,1,0
0,6,1,7,63,1,321
0,21,2,30,0,3,330
0,111,1,1,65,1,3
0,12,0,1,0,1,0
1,45,1,3,16,1,0
0,20,0,2,28,1,72
0,12,1,1,1,1,0
0,15,0,1,1,1,0
1,1,0,12,0,1,70
1,1,1,4,149,1,287
1,64,1,1,28,1,45
2,126,0,1,0,1,0
2,56,0,2,34,3,167
1,7,1,3,22,2,59
1,26,1,1,66,1,83
0,82,0,3,23,1,153
2,63,2,5,63,5,19
1,28,1,2,11,1,3
2,95,0,15,0,1,61
1,43,1,30,1,10,342
0,38,0,1,9,3,25
0,20,1,2,5,2,5
0,15,0,2,9,1,223
1,7,0,3,116,2,82
1,2,0,3,1,1,0
2,129,0,3,89,2,189
1,4,2,1,7,1,179
4,99,0,4,26,2,7
1,1,0,2,1,13,285
1,28,1,5,64,1,330
1,28,1,1,0,1,179
0,22,0,1,6,1,0
0,20,1,2,0,1,0
0,21,0,10,13,1,0
0,147,0,7,5,1,168
1,64,1,5,150,1,105
1,4,0,4,79,2,8
0,15,0,5,3,1,9
2,39,1,1,0,1,0
4,157,0,1,2,1,0
4,141,0,3,0,1,83
1,14,1,2,8,1,274
2,56,1,4,0,1,0
0,12,1,3,1,1,0
0,10,1,3,6,1,45
0,117,0,1,0,1,364
1,2,1,7,6,1,0
1,43,1,2,0,327,279
0,73,0,1,21,1,160
2,87,0,2,25,3,38
0,6,1,3,34,1,42
1,7,1,3,1,1,158
1,1,0,1,1,1,0
0,15,1,1,25,1,2
0,6,0,30,25,3,0
1,7,1,5,10,1,199
2,83,0,2,42,1,118
0,22,0,4,8,2,364
0,20,1,3,2,1,0
0,35,0,2,13,3,280
0,21,0,1,3,4,0
2,56,1,3,0,1,105
0,6,0,2,82,2,0
2,46,1,1,27,2,62
0,12,0,2,0,1,0
1,2,0,1,0,1,0
0,70,1,2,30,2,76
0,21,0,1,1,1,0
3,179,1,2,1,1,44
0,70,0,3,101,8,323
0,6,0,2,131,3,255
1,2,1,2,113,1,297
1,30,0,2,45,3,183
1,28,1,31,4,33,342
4,133,0,3,27,2,214
1,68,1,1,0,1,0
3,196,1,4,24,1,127
0,6,1,2,92,1,127
0,20,1,31,0,3,219
0,12,0,1,2,1,0
1,28,1,45,20,1,109
1,14,0,1,2,1,158
2,37,0,3,0,4,362
1,9,1,1,116,4,30
1,1,1,30,2,1,0
0,6,0,3,6,3,348
0,20,1,2,249,2,248
1,19,1,2,1,1,43
1,2,1,1,0,1,0
1,1,0,2,23,13,329
0,73,0,1,5,8,352
0,3,1,3,0,1,0
1,7,1,29,0,327,302
0,6,1,29,2,1,221
1,14,1,30,0,87,364
1,68,1,30,2,96,321
1,7,1,4,2,1,5
1,28,1,4,10,1,0
0,32,1,7,0,1,151
0,22,0,14,2,3,0
1,1,1,10,0,1,111
0,21,0,3,2,5,0
0,15,1,2,31,1,0
1,11,1,5,0,1,0
1,14,1,4,2,1,0
0,12,0,3,19,3,354
1,11,1,1,6,3,215
1,7,1,2,2,1,0
0,3,0,3,7,1,0
0,12,0,10,0,1,365
0,24,1,3,10,2,187
1,28,2,30,0,3,365
1,14,1,1,158,1,173
0,35,1,2,53,1,230
0,12,0,150,10,1,97
1,2,0,30,29,4,292
1,19,1,3,2,1,18
0,21,2,1,0,6,28
2,39,1,1,0,1,0
2,47,1,31,0,1,83
0,20,0,7,1,1,0
1,52,0,1,2,1,0
1,30,1,3,5,1,0
2,44,0,30,0,1,36
1,28,0,2,11,1,240
2,37,0,1,12,1,171
1,1,0,6,0,1,0
2,103,0,1,135,2,48
1,4,0,2,90,3,92
2,94,0,2,0,1,0
1,26,0,3,2,1,0
2,25,1,2,4,1,0
1,19,0,2,35,2,28
1,52,1,4,4,1,43
1,64,0,2,6,1,0
0,6,0,29,0,37,0
0,90,1,5,2,1,4
1,27,1,30,10,1,30
1,8,1,2,0,1,0
2,25,0,1,29,2,1
2,31,0,28,3,15,0
0,6,0,4,8,1,89
1,28,0,1,27,1,0
1,14,1,1,176,1,297
1,7,1,10,9,1,174
0,15,0,28,20,1,282
0,12,1,5,0,1,20
1,1,1,30,0,14,0
2,124,0,1,11,7,176
1,43,1,2,6,327,327
1,7,1,3,20,2,68
0,6,1,2,0,1,0
0,17,1,29,2,1,59
2,37,0,2,1,2,0
1,4,1,4,6,1,0
1,30,0,1,7,1,0
0,20,1,30,71,1,273
0,3,1,4,74,1,261
0,6,0,4,2,1,0
2,95,0,1,0,1,0
1,19,1,1,1,1,11
0,12,1,6,4,1,11
0,21,1,5,16,1,0
0,34,1,2,41,1,246
1,8,1,14,0,1,0
0,21,0,2,17,2,2
2,49,0,1,100,8,342
2,56,0,1,0,1,0
1,11,1,3,12,1,0
1,7,0,1,186,1,271
1,30,1,3,50,2,277
1,19,0,3,5,2,31
3,174,1,14,4,1,268
1,5,1,1,1,1,216
1,19,0,2,1,1,0
0,21,0,3,0,1,0
0,12,0,4,14,1,0
1,30,0,1,100,1,280
0,20,0,1,9,2,54
0,20,1,7,2,1,0
2,56,0,3,0,1,0
0,6,0,1,0,1,0
2,149,0,3,4,1,365
1,7,1,12,1,1,365
1,23,2,14,1,28,320
1,8,1,1,3,1,0
0,6,0,30,17,6,242
1,71,1,10,5,1,0
0,21,1,1,23,1,335
1,2,0,2,0,1,0
0,21,1,2,13,2,0
2,85,0,1,0,1,364
1,68,1,30,23,2,33
2,126,0,1,1,3,173
1,2,0,4,5,1,80
1,19,0,3,1,1,158
1,14,1,30,3,1,235
0,12,0,5,0,1,0
0,12,1,1,20,1,0
0,111,1,1,2,1,44
1,2,1,3,136,1,171
0,6,0,1,0,1,0
2,39,0,30,2,103,233
0,10,1,3,34,1,0
0,6,0,14,18,3,189
0,6,1,2,34,2,337
0,6,1,3,86,1,223
0,21,1,20,4,1,165
1,2,1,7,0,1,14
0,12,1,2,110,3,151
1,19,1,1,1,1,0
2,106,1,1,0,1,39
1,1,1,7,1,1,0
1,4,0,1,1,2,177
1,4,0,1,0,1,102
2,87,0,1,37,4,0
1,26,0,1,1,2,157
0,6,1,2,0,1,0
0,3,1,3,6,1,0
1,23,0,8,6,2,334
1,2,0,2,55,1,26
2,56,1,4,1,1,0
2,61,0,30,0,2,90
1,14,1,30,0,232,343
0,6,0,3,11,1,170
1,26,1,3,0,1,0
2,124,0,1,106,5,0
1,26,1,30,4,52,343
0,6,0,2,0,1,356
2,56,2,1,18,1,165
0,29,0,30,12,1,0
1,2,1,2,26,1,343
0,21,1,2,99,1,288
0,54,0,3,57,1,14
0,6,1,2,100,1,296
0,15,1,1,17,1,0
1,2,1,2,24,1,120
0,16,1,3,7,1,0
0,12,1,2,0,1,134
0,15,0,3,3,1,0
0,16,0,3,18,2,0
2,56,1,6,1,1,0
0,21,0,30,31,3,316
1,2,0,3,2,1,0
2,39,0,2,20,4,365
0,12,1,1,33,1,0
0,12,0,28,14,2,0
1,19,0,1,1,1,0
1,23,0,3,3,2,166
1,28,0,1,0,1,0
0,6,2,18,8,1,27
0,20,1,60,1,1,220
2,46,0,1,109,1,98
1,7,0,1,82,12,230
1,1,1,1,116,1,264
1,23,1,1,0,2,179
1,8,0,1,9,3,79
1,77,0,25,2,1,0
1,8,1,30,0,232,293
2,62,0,1,1,1,179
0,10,1,4,68,1,83
0,79,0,1,0,2,0
1,7,0,4,0,1,0
0,13,1,4,1,1,0
0,6,0,3,2,1,0
0,12,0,2,1,1,0
1,7,2,1,81,8,192
0,13,0,28,39,1,3
2,56,1,2,3,1,23
1,8,1,30,3,1,137
0,21,1,2,7,1,342
0,6,0,7,8,1,188
1,14,1,7,0,1,0
1,7,1,29,1,327,332
0,6,1,3,8,1,0
0,12,1,28,14,1,234
1,4,0,2,27,2,188
1,14,0,1,0,4,326
1,11,1,2,0,1,0
0,21,1,2,73,3,170
1,28,2,1,30,1,8
0,82,1,1,117,1,68
1,7,1,1,0,2,112
1,2,1,1,28,4,169
0,6,0,14,0,1,0
0,15,0,3,0,1,0
0,6,0,2,7,3,360
0,12,0,3,1,1,0
1,8,1,5,1,1,0
3,55,0,2,1,1,0
1,11,1,30,0,232,310
0,6,0,1,139,2,2
4,182,0,1,3,1,0
1,7,2,1,44,1,31
1,5,1,1,1,1,0
0,20,0,5,1,1,0
0,6,0,2,19,1,4
0,67,0,2,0,6,318
0,76,1,30,0,1,312
0,6,1,3,6,1,0
0,193,2,18,1,10,221
1,68,1,1,11,1,89
