neighbourhood_group_n,neighbourhood_n,room_type_n,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
1,23,1,3,8,1,79
2,140,0,3,8,2,324
0,3,1,7,26,1,182
0,111,1,3,47,1,287
1,52,1,3,1,1,0
0,16,1,7,14,1,326
0,15,0,2,129,2,39
1,43,1,3,1,1,0
1,64,1,3,1,1,0
0,12,1,3,9,1,0
1,8,0,2,3,2,0
0,16,1,4,173,1,258
0,34,1,7,5,2,1
0,21,0,2,26,1,155
0,54,0,2,22,1,107
0,6,1,1,3,1,0
2,25,0,1,0,2,346
1,28,1,1,0,1,22
2,61,1,2,33,1,282
0,15,1,1,1,1,188
0,10,1,3,180,2,263
0,10,1,4,1,1,0
1,8,1,4,1,1,0
0,15,0,2,34,5,29
0,12,0,1,4,1,36
4,88,0,1,26,3,363
1,8,1,30,17,1,190
1,8,1,1,3,1,0
2,56,1,5,27,1,2
0,73,0,6,15,2,147
0,12,0,7,0,1,37
0,6,0,1,1,2,0
1,23,1,3,170,1,37
0,12,0,2,31,2,20
1,7,0,4,24,4,355
0,12,1,1,0,1,0
0,70,0,1,43,3,89
1,2,0,5,47,1,89
0,12,0,2,3,1,0
0,21,0,2,0,5,358
1,28,1,30,2,29,333
1,2,0,7,3,2,182
1,2,0,3,0,1,0
1,30,0,3,0,1,0
1,2,0,3,9,1,0
1,2,0,3,1,1,0
0,3,1,3,2,1,16
1,19,1,4,2,1,3
1,1,1,30,0,1,0
1,8,1,3,3,1,118
1,30,1,5,6,1,252
2,31,0,3,3,1,0
0,117,0,2,157,1,67
1,23,1,4,32,2,216
1,5,1,30,0,50,364
0,32,0,1,14,1,2
0,12,1,2,25,3,261
1,19,0,1,1,5,15
1,45,0,1,29,3,8
0,12,1,3,8,1,0
1,30,0,2,9,1,0
2,61,1,1,59,2,36
1,8,1,30,0,232,1
1,19,0,1,78,1,5
1,2,1,2,198,1,39
2,81,0,30,0,37,0
1,11,1,5,1,1,0
1,7,1,30,0,31,337
1,11,1,1,0,1,0
2,63,1,2,22,1,103
0,24,1,3,0,1,9
0,16,1,13,2,1,0
0,6,0,1,117,15,236
1,19,0,5,6,1,0
1,8,1,5,4,1,53
1,5,1,3,0,1,0
0,12,1,2,7,1,37
1,30,1,3,45,1,180
0,16,1,2,4,1,0
1,2,0,1,22,4,96
1,7,1,3,3,1,0
1,14,0,2,39,1,17
1,8,0,2,4,1,0
1,19,0,4,6,1,35
1,9,1,1,0,1,160
2,83,1,3,33,1,325
2,31,0,30,0,103,249
0,22,1,2,21,1,0
2,139,1,4,6,2,282
0,6,1,3,22,1,16
0,21,1,1,22,1,0
0,79,1,1,9,1,106
1,4,0,2,0,1,0
0,22,1,3,40,1,0
1,28,0,1,3,5,0
0,12,0,2,3,2,0
1,30,1,4,3,1,0
0,6,1,2,3,1,157
1,19,1,2,40,1,119
0,6,0,6,0,1,0
1,28,2,1,115,2,0
1,2,1,3,18,1,20
2,25,0,1,10,1,365
1,8,1,3,25,1,347
1,132,0,4,1,1,0
0,12,1,2,71,1,68
1,23,1,2,146,1,112
0,10,1,2,1,1,0
1,19,0,1,209,1,203
0,20,1,2,9,1,60
1,23,0,4,9,1,0
1,26,1,1,67,1,321
1,2,1,5,0,2,163
1,19,0,1,0,1,0
1,19,1,2,5,1,0
1,8,1,5,79,2,154
0,12,0,1,2,1,0
2,39,0,1,4,2,25
2,25,0,2,113,4,63
2,37,0,1,0,1,0
0,6,1,7,8,2,243
4,177,0,2,0,1,0
2,103,1,1,94,6,333
1,30,1,4,21,1,193
2,44,0,2,39,1,68
0,12,1,6,5,1,0
1,8,1,30,1,96,252
4,120,1,2,23,1,155
0,20,0,4,4,1,3
1,2,0,6,0,1,364
1,28,1,2,25,1,0
0,3,1,28,0,4,138
0,29,1,3,3,1,0
0,13,1,1,9,1,157
0,73,0,4,0,1,60
1,4,0,1,64,1,4
1,8,1,3,38,1,2
1,7,0,5,1,1,0
1,4,0,4,31,1,8
0,3,1,3,124,1,158
1,19,0,1,7,1,0
1,8,0,3,13,1,219
1,28,1,30,1,87,350
0,20,1,3,2,1,0
0,12,0,1,6,1,0
0,6,0,1,16,3,0
1,7,1,29,0,327,332
1,7,0,1,201,11,240
2,107,0,1,0,1,83
0,100,0,5,84,5,295
0,15,0,1,10,1,47
1,1,1,30,7,5,71
1,43,1,30,0,1,49
0,12,0,2,36,1,49
0,84,0,1,0,1,0
2,25,1,3,4,1,302
1,1,0,3,0,4,357
1,2,0,7,1,2,0
1,14,1,6,7,1,0
0,15,2,2,2,1,0
0,21,0,5,5,2,3
4,66,0,3,36,5,365
1,11,1,2,0,1,10
1,4,1,5,20,1,341
0,12,0,2,4,3,112
0,6,1,2,1,1,11
0,21,1,6,15,1,63
1,1,0,1,1,2,350
0,3,1,1,7,1,0
0,6,0,7,1,1,21
0,13,1,1,75,1,171
1,53,1,31,4,1,139
1,71,0,1,5,7,51
0,20,1,2,1,1,245
0,6,2,2,14,3,306
1,11,1,6,2,1,0
0,21,0,1,254,5,222
1,28,1,7,100,1,203
2,25,0,1,0,5,351
1,8,1,2,6,1,0
1,1,0,4,29,1,13
0,12,0,10,17,1,0
0,6,0,2,0,2,0
0,21,1,5,3,1,0
0,22,0,3,1,1,0
0,54,0,1,2,1,178
2,56,0,1,50,2,61
1,30,0,2,1,1,53
1,7,1,2,205,1,233
1,8,1,2,5,1,0
1,7,1,1,0,1,0
0,70,1,1,56,1,64
2,95,1,3,106,1,238
3,158,1,2,96,5,362
0,21,0,1,11,1,0
1,28,1,4,11,1,16
0,20,0,1,7,1,0
0,21,0,2,5,1,0
1,2,0,2,126,3,173
0,21,0,1,1,1,0
0,70,1,2,3,2,151
0,6,1,14,0,1,59
0,90,1,30,0,1,0
0,12,0,1,29,1,13
1,7,1,2,31,1,238
1,9,0,4,12,2,0
0,6,0,1,11,1,0
1,4,0,2,15,2,292
1,11,1,4,108,1,162
0,6,1,2,4,1,0
1,8,1,30,0,1,36
1,2,1,3,4,1,253
1,9,1,4,27,1,0
1,2,1,2,9,1,0
2,37,0,1,82,2,52
1,71,0,3,88,1,137
1,8,0,30,12,1,336
1,1,1,5,89,1,179
2,152,1,3,1,1,365
1,4,0,4,150,1,192
2,46,1,1,3,6,83
0,24,0,20,3,1,0
1,11,1,2,1,1,61
1,1,1,3,12,1,0
1,28,1,2,20,1,78
2,49,1,1,145,1,33
0,6,1,2,18,1,0
0,70,0,7,4,13,260
1,8,1,28,0,1,365
2,62,1,2,35,1,125
0,12,0,2,3,1,0
1,26,1,2,0,1,267
0,6,1,2,96,2,357
4,42,1,40,0,1,0
1,11,1,14,0,1,0
1,28,0,5,71,1,66
0,6,0,3,19,3,360
1,19,1,10,35,1,51
0,12,0,4,2,1,0
2,94,0,1,32,6,364
1,53,1,3,155,1,159
1,7,1,3,1,1,0
0,29,0,5,0,1,18
1,52,0,180,5,3,331
0,21,0,1,0,1,0
2,183,0,1,35,1,43
0,21,0,30,17,4,335
0,21,1,2,92,2,4
0,21,0,1,89,4,58
1,8,1,4,46,1,9
0,54,2,30,0,4,365
0,20,1,30,6,52,188
1,1,1,10,169,1,3
1,28,1,3,7,3,157
1,68,1,2,2,1,166
2,103,0,1,1,1,37
1,11,0,1,1,1,0
0,12,0,2,71,1,151
1,7,0,4,1,1,0
0,12,0,90,0,1,358
1,28,0,2,36,1,3
0,12,1,7,0,1,29
1,1,1,30,0,33,364
3,93,0,1,17,1,0
1,28,1,2,84,1,27
1,52,1,1,29,1,39
2,44,0,18,1,1,0
0,21,0,2,2,1,0
0,6,0,1,6,1,180
1,8,1,30,1,3,357
0,36,1,2,3,1,0
0,117,1,2,23,2,49
0,147,0,6,26,3,90
0,12,1,2,9,1,1
1,43,1,2,8,1,44
1,26,1,4,1,3,181
0,12,0,1,0,1,0
1,8,1,7,5,1,214
1,9,0,1,14,4,234
4,127,0,2,3,1,365
2,81,0,2,103,2,3
2,81,0,1,17,3,231
0,17,1,2,61,1,337
2,152,1,3,23,2,357
1,18,1,2,38,1,244
0,13,1,31,1,1,0
1,7,0,1,2,30,363
0,123,0,2,68,1,69
0,6,0,1,8,2,23
0,96,1,5,0,1,5
1,1,1,3,5,1,0
1,23,1,3,1,1,0
1,19,0,3,0,2,52
4,141,0,2,6,1,62
0,22,0,27,3,1,17
0,12,0,1,0,1,0
1,8,1,30,5,4,220
1,4,1,3,119,3,238
0,21,0,1,2,1,0
1,2,0,4,41,2,28
0,12,0,20,4,2,95
0,15,0,14,9,1,8
0,21,0,2,43,2,15
1,2,0,1,68,1,330
4,105,0,2,0,1,364
2,39,0,2,31,1,319
1,52,1,4,1,1,0
1,71,1,5,14,1,137
1,28,1,4,1,2,0
0,6,0,30,2,4,7
1,2,1,3,2,1,0
0,12,0,1,75,2,81
0,21,0,4,0,1,0
1,43,1,2,15,327,310
1,68,1,2,4,1,160
1,8,0,4,0,1,0
1,2,0,31,0,4,78
1,4,1,3,6,1,0
0,147,0,2,75,2,249
0,6,1,2,222,2,238
0,20,0,1,0,1,0
3,122,0,1,3,3,365
1,1,1,30,0,65,329
0,79,1,4,123,1,101
0,54,1,4,77,2,340
0,54,0,30,13,3,37
0,6,0,20,9,4,154
1,1,0,1,2,3,217
1,8,0,3,0,1,0
0,12,0,4,0,2,297
0,6,0,6,12,2,54
2,87,0,1,1,10,136
0,6,1,1,2,1,194
1,2,1,1,0,1,0
0,20,1,4,0,2,0
1,1,0,2,60,1,357
0,111,0,5,16,1,354
0,6,0,1,1,1,0
0,15,0,2,7,1,0
1,1,1,3,22,1,0
0,6,0,2,1,1,0
0,24,0,1,169,1,233
2,56,0,30,0,103,246
0,22,1,3,0,1,125
1,30,1,2,0,2,0
0,22,1,4,11,1,19
1,8,1,3,19,1,77
1,28,1,2,2,1,0
0,75,1,30,7,1,241
1,8,1,6,35,1,11
1,7,0,2,0,1,0
1,2,1,1,19,3,0
0,6,1,3,107,1,77
0,21,0,1,37,3,0
1,2,0,2,1,1,0
0,29,1,2,34,1,0
0,15,1,1,54,1,20
0,29,0,1,213,2,38
0,73,0,1,45,3,83
1,7,0,1,98,3,27
1,2,0,1,1,1,0
0,6,1,2,99,1,221
0,123,0,1,7,2,48
1,7,1,4,36,1,248
2,56,1,2,1,1,292
1,7,1,1,0,1,10
0,79,0,1,13,5,141
1,4,0,3,0,1,41
2,37,1,30,5,15,297
1,2,0,1,40,2,66
1,45,0,14,0,1,0
0,54,1,2,7,1,123
0,6,1,7,139,2,311
0,79,0,4,1,1,0
1,28,0,1,6,1,0
0,12,1,5,0,1,209
1,2,2,30,0,1,342
0,70,0,2,1,1,270
1,28,1,30,0,1,192
1,19,1,3,0,1,0
0,15,0,2,3,3,174
0,15,1,3,0,2,8
1,14,1,3,0,1,10
1,11,1,3,31,1,353
0,12,0,2,25,2,21
2,103,0,1,255,5,175
1,43,1,200,0,1,365
1,14,1,100,1,1,0
0,6,0,4,25,2,0
0,22,1,3,2,1,0
0,15,0,1,8,2,333
1,8,1,30,2,1,67
0,16,0,1,0,1,0
1,68,1,3,13,1,157
1,23,1,1,76,1,0
1,45,0,5,32,1,0
0,12,1,2,3,1,0
1,64,1,3,30,1,173
0,6,0,18,1,2,0
0,6,1,1,8,2,21
0,12,0,1,2,1,0
2,56,0,1,1,3,89
0,15,0,1,0,1,0
0,6,1,2,7,1,4
1,7,1,1,4,1,164
1,28,1,16,8,1,0
1,27,1,6,61,1,275
2,153,0,1,16,4,295
2,124,0,2,8,2,337
1,71,0,1,137,1,36
0,12,0,7,0,1,0
0,12,1,4,0,1,24
0,6,0,2,1,1,97
1,28,1,30,0,49,324
1,28,0,30,6,1,0
1,8,1,3,1,1,0
1,8,0,1,7,3,135
1,1,1,5,1,1,0
0,24,1,14,0,1,30
0,79,0,2,0,1,88
2,46,0,1,0,4,70
1,7,1,5,5,2,1
1,28,1,8,0,1,0
0,6,1,2,10,2,180
0,6,0,1,3,2,0
0,21,0,5,1,1,364
1,18,0,2,3,1,19
1,28,2,1,0,2,360
1,30,1,2,24,1,188
1,8,1,1,2,1,0
1,4,1,5,2,1,0
1,28,1,3,1,9,92
1,1,1,2,31,1,142
1,19,0,30,0,9,365
0,21,0,7,8,1,0
0,29,1,3,36,1,89
1,7,0,2,0,1,41
1,43,1,2,7,327,294
1,5,1,14,1,1,2
0,21,0,25,3,1,36
2,106,1,3,0,1,342
0,21,0,2,1,1,0
1,1,1,80,0,121,365
2,61,0,7,0,1,0
2,162,0,1,6,2,164
1,7,1,29,0,327,334
0,33,1,2,279,1,218
1,1,1,30,0,65,364
4,173,1,2,44,1,153
0,21,0,1,1,1,0
1,2,1,3,69,1,226
0,6,0,2,6,1,39
0,21,0,30,1,17,342
1,14,1,2,0,1,365
1,23,1,4,182,1,72
0,21,0,1,64,2,302
1,8,0,5,38,1,54
2,25,1,2,57,2,53
2,61,0,2,85,2,349
1,1,1,2,102,1,213
1,1,1,1,7,17,218
0,34,0,1,9,17,364
0,12,0,1,1,1,0
1,19,1,7,45,1,364
1,7,2,1,12,9,161
2,47,0,2,49,1,365
0,12,0,1,56,2,51
2,44,0,30,0,23,243
0,100,0,2,0,3,362
2,116,0,1,13,2,17
1,2,0,7,0,2,53
1,9,1,1,11,1,24
0,21,1,4,21,2,189
1,30,0,1,0,1,0
2,183,0,1,0,2,365
0,21,2,30,3,6,365
2,49,0,4,32,1,303
0,6,1,1,65,3,92
1,14,0,2,32,1,0
1,2,0,6,4,1,0
1,30,0,2,3,1,223
0,3,1,5,0,2,209
1,5,1,30,0,1,351
2,103,0,1,209,2,1
0,97,1,30,3,1,339
0,12,1,2,22,1,132
1,2,0,1,1,1,157
1,2,0,2,0,1,0
0,12,0,3,3,3,13
1,8,1,30,8,52,258
0,12,1,1,2,1,71
1,4,1,30,0,1,265
0,29,0,1,25,13,0
0,6,0,14,7,1,179
1,68,0,5,0,1,0
1,19,0,14,99,1,21
1,2,1,2,5,1,0
0,20,1,1,1,33,365
1,14,1,7,55,1,13
1,4,0,3,27,1,0
0,6,0,3,3,1,0
0,13,0,30,0,43,361
1,28,1,5,1,1,77
1,19,1,1,4,1,5
2,121,0,7,0,1,0
1,45,1,5,2,1,0
0,15,1,6,144,2,59
1,1,1,4,8,1,363
1,8,0,2,0,1,0
0,6,1,4,2,2,34
0,12,1,5,20,1,0
0,16,1,2,2,1,0
1,101,1,120,0,232,163
1,8,1,10,9,1,0
1,77,1,1,0,1,0
1,28,1,1,0,12,146
1,4,0,3,2,2,0
0,135,1,1,50,2,287
0,6,0,1,24,3,32
1,2,0,2,51,1,170
1,11,0,2,4,2,0
0,12,0,1,3,1,0
0,15,1,4,12,1,29
1,30,1,1,0,1,0
0,6,0,5,4,1,313
0,12,1,4,0,1,22
1,1,1,30,0,96,311
0,21,0,1,0,1,0
0,22,1,7,4,1,0
0,12,1,60,2,1,0
1,101,1,3,2,1,0
1,30,1,30,7,34,252
1,48,1,1,4,33,179
0,21,1,5,8,1,0
0,6,0,4,0,1,0
1,7,0,1,1,2,0
1,43,1,29,0,96,332
1,2,1,30,12,2,194
2,37,2,1,0,1,0
0,20,0,4,0,1,170
1,7,1,30,0,2,342
1,4,0,3,22,1,23
0,15,0,6,50,1,0
1,30,0,30,1,34,311
0,6,0,2,1,3,341
0,6,0,5,4,2,0
0,6,1,5,1,1,4
0,20,1,21,24,1,264
2,56,0,2,50,3,0
0,3,1,2,1,1,0
1,11,1,2,0,1,81
1,14,1,3,1,1,345
0,6,0,1,41,4,352
0,13,1,2,1,1,0
0,20,0,3,34,13,74
1,8,0,2,220,1,1
2,49,1,7,0,1,0
0,12,1,20,4,1,0
1,43,0,1,2,1,0
2,39,0,1,10,8,275
2,37,0,1,101,3,33
0,15,1,28,22,2,207
0,20,0,1,1,1,0
0,34,1,2,2,1,0
0,20,0,1,8,7,14
1,71,0,60,140,5,283
1,5,0,3,4,2,0
1,7,1,1,13,4,0
0,12,1,2,23,2,328
1,23,1,1,22,1,64
1,14,1,5,8,1,0
1,8,1,30,0,9,342
1,28,1,2,16,1,4
1,7,0,3,0,2,0
1,5,1,29,0,327,341
0,21,0,28,5,1,24
1,28,1,30,13,1,0
1,19,1,4,0,1,297
2,56,1,2,28,1,0
0,12,1,7,1,1,0
0,20,1,5,152,1,281
1,4,0,1,8,1,0
0,3,1,1,2,1,0
1,7,1,3,136,1,284
1,14,1,3,0,1,18
1,5,1,30,5,50,344
2,25,1,7,50,1,319
1,1,2,3,1,6,353
0,33,1,7,46,1,254
0,34,1,60,4,2,156
0,21,0,1,0,1,165
1,5,1,1,0,2,364
0,29,1,2,1,1,0
0,15,1,7,11,1,0
0,6,0,2,26,4,339
0,111,0,2,118,2,45
0,20,1,3,0,2,0
0,82,0,2,7,1,31
1,132,1,4,0,1,0
1,19,1,30,11,2,332
0,12,0,3,2,2,0
2,39,0,31,0,2,281
1,2,1,30,36,1,245
0,21,0,3,2,1,0
1,8,0,7,8,1,363
4,169,0,3,2,4,335
2,56,1,4,10,1,97
2,44,1,1,22,2,5
0,21,0,30,3,43,291
1,4,1,1,54,1,0
1,8,0,3,2,1,0
0,12,1,3,1,1,0
1,28,1,30,10,16,299
0,15,1,2,23,2,33
2,37,0,1,50,1,38
2,81,1,5,0,2,0
1,7,1,7,37,1,97
1,19,0,5,35,1,320
2,126,0,1,72,2,29
0,117,0,1,0,3,330
1,2,0,1,5,1,0
1,4,0,2,80,4,158
2,83,0,5,3,1,189
0,12,1,2,21,1,70
0,32,0,7,1,1,0
1,1,1,3,7,12,0
0,6,0,4,18,4,189
1,14,1,1,0,1,4
1,19,0,4,64,1,136
0,15,1,3,42,1,100
1,2,1,3,80,3,231
2,25,0,30,4,1,0
2,31,1,2,12,1,137
0,0,0,3,20,1,62
0,3,0,7,0,2,37
1,2,0,5,1,1,38
0,22,0,1,0,1,0
2,87,0,3,20,1,48
0,21,0,3,45,1,75
0,10,0,2,34,1,34
1,8,0,2,4,1,0
1,5,1,29,0,96,316
0,12,1,2,0,1,81
0,34,1,3,2,1,0
1,8,1,3,0,1,150
2,46,1,1,0,1,167
0,146,1,2,19,1,0
1,14,0,2,32,1,355
0,147,1,1,135,1,174
4,99,0,5,15,2,150
0,20,2,1,0,33,365
1,28,0,3,7,3,0
1,14,1,5,10,1,4
0,12,1,2,4,1,0
1,30,1,30,7,2,331
0,54,1,3,64,4,333
1,52,1,1,0,1,0
2,25,0,1,5,1,0
0,6,0,2,0,1,89
1,5,0,4,3,1,0
0,16,1,3,15,1,8
2,81,0,1,15,2,135
1,30,1,1,96,4,309
1,19,1,1,1,1,0
1,28,1,2,1,2,265
1,11,1,1,5,1,0
1,2,0,2,0,3,11
1,11,0,30,80,2,332
0,6,1,3,4,1,0
2,25,0,4,5,2,0
2,56,1,2,0,1,94
0,20,0,6,0,2,54
1,7,0,1,189,11,245
0,36,1,30,38,1,345
1,1,0,1,0,14,355
0,29,1,3,6,1,0
1,43,1,30,1,121,364
1,7,0,2,0,1,0
0,6,1,1,131,1,185
1,5,0,1,21,1,0
0,6,1,3,5,1,0
0,12,0,5,8,2,0
1,23,0,1,0,1,0
4,169,0,30,5,6,329
1,7,1,3,21,2,228
1,4,1,2,60,1,94
1,50,1,2,108,1,201
0,24,1,14,1,1,0
2,31,0,30,0,103,235
2,49,1,2,81,1,27
0,6,1,3,64,1,132
0,24,1,2,38,1,3
1,9,0,2,0,2,10
0,12,1,1,5,1,0
0,3,1,3,3,1,0
1,43,1,29,2,96,337
1,2,0,3,89,2,37
0,6,0,2,39,2,51
1,71,1,30,0,96,327
1,8,1,30,1,25,189
1,19,1,2,2,1,0
1,28,1,30,8,91,343
1,68,1,2,2,1,0
0,22,1,4,18,1,46
0,79,1,2,31,4,126
1,19,0,3,32,2,76
1,1,1,1,0,1,0
0,21,0,2,4,1,0
1,71,0,3,0,1,0
2,81,0,1,95,8,175
0,15,1,7,19,5,333
0,12,0,8,1,1,0
1,30,1,4,3,1,0
2,126,1,5,1,2,160
2,37,0,2,79,10,346
1,7,1,1,0,1,0
0,6,0,1,162,5,162
0,6,1,4,22,34,309
0,123,1,2,8,1,288
0,6,1,1,2,1,0
0,29,0,3,138,4,315
0,20,0,2,37,1,0
2,63,0,2,0,6,187
1,27,0,1,17,3,74
2,160,1,1,154,2,0
2,129,1,5,2,6,338
0,24,1,4,0,1,0
1,23,1,1,6,1,0
0,12,0,3,3,2,0
1,2,0,20,0,1,42
2,87,0,1,59,3,89
0,15,1,50,8,1,0
2,112,0,2,7,2,302
1,45,0,2,20,1,0
0,13,1,2,1,1,0
1,8,1,3,32,1,69
0,76,1,3,24,2,96
0,16,0,2,132,3,265
1,23,1,2,8,1,0
0,84,1,2,25,2,289
1,2,0,7,0,1,0
1,8,1,2,0,1,74
1,50,1,4,0,1,365
0,6,0,1,1,1,0
1,1,1,30,12,5,68
1,2,0,1,28,1,364
0,6,1,2,0,1,0
0,147,0,1,9,2,320
1,9,0,2,60,1,1
1,50,1,5,4,2,69
0,54,1,2,157,2,342
1,8,0,2,52,4,242
1,19,1,20,0,2,180
0,20,1,3,0,1,344
1,11,1,14,65,1,155
0,79,0,1,36,3,352
0,22,1,2,14,1,0
0,3,0,30,43,11,312
1,52,1,80,18,1,182
0,21,0,3,1,1,158
1,26,1,7,0,1,9
1,2,1,3,50,1,268
1,43,1,2,7,1,189
0,22,2,10,0,3,341
0,15,0,10,12,1,0
0,21,1,2,62,1,151
1,30,0,2,136,1,296
2,37,0,2,128,2,20
2,56,1,2,3,2,0
1,8,1,4,38,1,3
2,31,1,3,14,1,42
2,121,0,2,1,1,90
0,12,1,26,9,1,178
1,14,1,2,1,1,0
0,21,1,5,4,1,18
0,12,0,3,2,3,0
4,99,0,3,8,1,363
2,31,0,4,5,1,87
2,46,1,1,4,2,119
2,121,0,1,89,6,256
1,27,1,4,21,1,125
1,1,2,3,20,6,169
2,44,0,30,1,23,318
1,26,1,1,1,1,0
0,12,0,30,15,6,333
0,84,1,2,20,1,297
1,1,1,30,1,121,189
0,21,0,1,0,1,0
0,20,0,5,1,1,0
0,100,0,5,0,1,90
1,19,0,3,4,1,0
1,19,1,5,1,1,0
1,2,2,2,15,1,96
0,21,0,2,1,1,88
0,15,0,2,3,2,0
1,2,0,3,70,1,117
0,15,0,1,1,1,65
4,59,0,30,4,2,148
0,20,0,2,11,2,157
0,6,1,3,14,1,0
0,12,0,2,30,2,2
1,68,0,1,2,2,0
0,21,0,10,1,2,0
1,7,0,2,195,1,241
0,12,1,7,9,1,0
1,4,1,1,50,1,333
1,77,1,2,116,1,1
2,46,1,2,50,1,181
1,52,1,7,0,1,189
1,1,1,5,2,1,343
2,118,1,1,50,2,78
0,6,2,7,1,1,344
0,16,1,7,18,1,18
0,117,0,1,8,1,179
2,49,1,2,1,1,0
2,63,1,3,9,1,329
1,64,1,1,3,1,12
1,23,0,4,6,1,0
0,12,1,2,9,1,254
0,12,0,1,4,1,35
2,81,1,5,29,1,120
1,7,1,30,0,12,343
0,24,1,2,25,1,28
2,56,0,6,0,1,83
0,6,1,2,12,1,9
0,12,1,1,27,1,84
0,15,0,30,1,7,237
0,21,0,1,18,5,189
1,19,2,1,4,1,55
1,2,1,3,18,1,4
1,28,1,1,4,2,24
0,147,0,2,58,3,0
1,7,0,2,144,1,73
1,19,1,3,1,1,66
1,2,0,2,28,3,13
0,12,1,6,6,1,11
1,1,1,30,3,91,147
1,4,0,1,92,2,0
0,6,1,3,52,1,37
2,44,0,1,2,1,17
1,45,0,4,1,1,0
0,6,0,1,0,1,0
0,12,1,3,31,1,13
2,103,1,1,83,1,0
0,12,1,2,2,2,0
1,1,1,29,2,31,148
0,15,0,2,25,3,365
0,6,0,3,50,1,339
0,24,1,2,68,2,32
0,6,0,1,170,5,165
0,15,1,3,9,1,280
1,43,0,4,6,1,0
1,23,0,3,30,3,76
1,4,0,3,10,1,0
1,19,1,2,6,2,134
0,21,1,1,0,1,213
0,21,1,1,189,4,179
0,22,0,3,0,1,9
0,82,0,3,0,2,350
1,7,0,7,8,47,354
1,26,1,30,1,91,126
0,6,0,1,88,2,60
0,12,0,2,2,1,0
0,12,1,10,4,1,0
1,2,0,2,3,2,68
0,24,0,14,6,1,0
1,53,0,6,18,1,0
0,33,1,4,8,1,0
1,71,1,29,0,327,336
0,29,1,1,2,1,0
1,19,0,1,2,1,0
0,20,0,2,153,1,14
0,12,0,4,82,2,60
1,4,1,4,33,1,346
1,4,0,2,8,2,174
0,54,1,3,1,1,0
0,12,1,3,103,2,0
0,54,0,2,7,3,365
1,30,1,5,24,1,121
1,30,1,7,2,1,0
1,9,1,2,9,1,41
2,25,0,1,144,2,340
0,21,0,3,0,1,28
1,8,0,2,29,1,0
1,8,1,2,0,1,0
1,14,1,3,0,1,0
0,12,1,3,0,1,0
1,28,0,4,81,1,360
0,24,0,3,169,1,136
0,22,0,2,156,2,307
0,12,0,2,0,1,0
0,6,1,2,187,2,287
0,22,2,1,22,1,365
2,37,0,1,0,7,339
0,15,0,7,14,2,221
0,22,0,2,10,1,178
0,21,0,2,5,1,15
0,13,1,2,213,1,288
0,21,0,2,1,1,0
0,12,1,1,0,1,0
0,12,0,5,1,1,0
1,2,0,1,55,3,0
0,10,0,60,0,1,362
1,43,1,29,1,96,220
1,2,0,7,0,1,0
1,2,0,30,25,2,187
0,6,0,7,0,2,0
0,12,1,2,70,2,22
0,33,1,3,93,1,30
1,11,1,1,16,2,113
0,12,1,4,4,1,0
1,11,1,30,11,1,6
2,124,1,2,78,2,65
4,57,0,7,2,1,59
1,2,0,2,0,1,0
0,12,1,2,1,1,0
0,6,1,3,6,1,0
1,28,1,1,1,1,71
0,21,1,4,88,1,155
1,52,1,30,0,1,342
1,8,1,30,4,12,199
0,13,1,10,1,1,0
0,21,0,21,1,1,36
1,45,1,4,0,1,0
3,55,1,3,69,1,343
0,79,1,3,3,1,365
0,12,1,7,14,1,128
2,39,1,2,4,1,0
0,6,1,30,0,1,249
1,71,0,1,0,9,307
1,4,0,3,139,1,293
1,68,0,2,10,1,36
1,19,1,2,0,1,0
1,71,2,2,58,1,345
1,8,1,1,11,1,0
0,29,0,2,16,1,6
1,52,1,2,2,1,0
1,5,1,30,2,87,364
0,0,0,4,0,2,0
0,16,1,1,3,1,0
0,6,1,5,36,1,145
1,9,1,1,0,1,312
1,43,2,1,2,1,0
0,54,0,5,5,5,69
1,28,1,2,4,1,1
2,83,1,1,8,1,157
1,26,1,2,14,1,0
0,15,1,3,17,1,0
0,17,1,2,19,1,0
2,85,1,1,69,1,158
1,23,0,3,231,2,177
1,64,1,2,29,1,176
0,3,0,1,9,1,144
0,13,1,6,12,1,188
0,16,0,1,6,1,0
1,2,0,30,4,103,244
0,54,0,30,0,43,138
1,7,1,2,12,1,0
1,11,1,2,6,1,0
1,28,0,2,24,1,0
2,129,0,2,4,1,180
0,15,1,1,5,1,0
1,7,1,30,1,121,365
1,68,1,2,0,1,0
0,17,1,1,1,3,129
0,15,0,1,1,2,0
1,4,0,2,4,1,35
0,123,1,7,2,1,0
1,26,0,5,51,1,201
0,12,1,5,0,1,0
1,52,1,4,47,2,283
1,2,1,1,4,1,0
1,19,1,5,1,1,0
1,7,2,1,108,6,325
1,4,1,2,27,1,29
0,12,0,1,0,1,0
1,18,0,2,12,2,49
0,17,1,5,1,2,0
2,25,1,1,0,1,365
0,12,1,4,8,1,156
0,12,1,8,2,1,59
1,2,1,1,242,2,238
0,6,0,1,4,1,0
0,13,0,2,0,3,280
1,53,1,2,55,1,314
1,7,1,1,0,1,0
0,29,1,3,29,1,56
0,3,1,3,12,1,0
2,118,1,7,13,1,0
0,20,1,29,3,1,34
4,142,0,1,49,1,168
1,2,0,4,42,1,242
1,1,0,1,0,1,0
1,7,1,3,57,1,0
1,8,0,1,0,1,0
